Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	observed signal profile (minus strand)	training and test regions	observed signal profile (plus strand)	models	selected regions for predicted signal and sequence contribution scores	profile sequence contribution scores	counts sequence contribution scores	predicted signal profile	normalized observed signal profile (plus strand)	normalized observed signal profile (minus strand)	observed control profile (plus strand)	observed control profile (minus strand)	alignments	unfiltered alignments	sequence motifs	sequence motifs instances	sequence motifs report	predicted signal profile (plus strand)	predicted signal profile (minus strand)	normalized predicted signal profile (plus strand)	normalized predicted signal profile (minus strand)	bidirectional peaks	unidirectional peaks
ENCSR816SQA	in progress	BPNet-model	GRCh38	ENCSR052PTN	released	PCBP1 ChIP-seq in K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF153VDH.bigWig']	['ENCFF212LAC.tar.gz']	['ENCFF244TBM.bigWig']	['ENCFF200GGX.tar.gz']	['ENCFF049QSP.bed.gz', 'ENCFF531YJN.bigBed']	['ENCFF041GZC.bigWig', 'ENCFF386DGL.tar.gz']	['ENCFF602VLT.bigWig', 'ENCFF519JQL.tar.gz']	['ENCFF962RCH.tar.gz']	['ENCFF879NRL.bigWig']	['ENCFF042SCV.bigWig']	['ENCFF095FPM.bigWig']	['ENCFF300MTH.bigWig']	[]	['ENCFF975QBS.bam', 'ENCFF990UAV.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR378SDD	in progress	BPNet-model	GRCh38	ENCSR189VXS	released	GTF2F1 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF121ERL.bigWig']	['ENCFF799OKM.tar.gz']	['ENCFF398UYV.bigWig']	['ENCFF331SFF.tar.gz']	['ENCFF798BXE.bed.gz', 'ENCFF742TAQ.bigBed']	['ENCFF466ASF.bigWig', 'ENCFF600UMM.tar.gz']	['ENCFF150QQB.bigWig', 'ENCFF620FIF.tar.gz']	['ENCFF358ABK.tar.gz']	['ENCFF716BKI.bigWig']	['ENCFF292WRB.bigWig']	['ENCFF950UFF.bigWig']	['ENCFF851NDK.bigWig']	['ENCFF831YBI.bam', 'ENCFF763XJJ.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR125HSN	in progress	BPNet-model	GRCh38	ENCSR707WZK	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens NCOA1	HepG2	cell line	ChIP-seq	false	['ENCFF075GUU.bigWig']	['ENCFF955JQI.tar.gz']	['ENCFF205SWR.bigWig']	['ENCFF829YXS.tar.gz']	['ENCFF794VBS.bed.gz', 'ENCFF790KJJ.bigBed']	['ENCFF083YBO.bigWig', 'ENCFF953FPC.tar.gz']	['ENCFF436YMZ.bigWig', 'ENCFF213MCC.tar.gz']	['ENCFF117VWM.tar.gz']	['ENCFF487WPH.bigWig']	['ENCFF261HES.bigWig']	['ENCFF207GCT.bigWig']	['ENCFF925ACY.bigWig']	[]	['ENCFF250WBO.bam', 'ENCFF379MEL.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR441KTC	in progress	BPNet-model	GRCh38	ENCSR106FRG	released	TAL1 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF189BCP.bigWig']	['ENCFF087KEG.tar.gz']	['ENCFF501LES.bigWig']	['ENCFF075GLR.tar.gz']	['ENCFF660ZNG.bed.gz', 'ENCFF011UGN.bigBed']	['ENCFF041FSR.bigWig', 'ENCFF198QHI.tar.gz']	['ENCFF870CZX.bigWig', 'ENCFF325WSS.tar.gz']	['ENCFF266PXN.tar.gz']	['ENCFF291WPM.bigWig']	['ENCFF966AFU.bigWig']	['ENCFF701QRI.bigWig']	['ENCFF271SBY.bigWig']	['ENCFF631RZK.bam', 'ENCFF304UTB.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR831LCV	in progress	BPNet-model	GRCh38	ENCSR000BPA	released	POLR2AphosphoS5 ChIP-seq protocol v041610.1 on human SK-N-SH	Homo sapiens SK-N-SH	SK-N-SH	cell line	ChIP-seq	false	['ENCFF758ZFX.bigWig']	['ENCFF562AGC.tar.gz']	['ENCFF721YVW.bigWig']	['ENCFF377NLM.tar.gz']	['ENCFF547BVU.bed.gz', 'ENCFF042ZEH.bigBed']	['ENCFF494EOB.bigWig', 'ENCFF941IFS.tar.gz']	['ENCFF648LBZ.bigWig', 'ENCFF567CKJ.tar.gz']	['ENCFF627ZAV.tar.gz']	['ENCFF843KWD.bigWig']	['ENCFF308MIO.bigWig']	['ENCFF289PLY.bigWig']	['ENCFF632YSE.bigWig']	[]	['ENCFF512UNU.bam', 'ENCFF436XFH.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR005JEY	in progress	BPNet-model	GRCh38	ENCSR474YDA	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens YEATS4	HepG2	cell line	ChIP-seq	false	['ENCFF313LOD.bigWig']	['ENCFF411BWV.tar.gz']	['ENCFF947VWI.bigWig']	['ENCFF805NEV.tar.gz']	['ENCFF316BNG.bed.gz', 'ENCFF120RRA.bigBed']	['ENCFF890PIA.bigWig', 'ENCFF700UHD.tar.gz']	['ENCFF841WKB.bigWig', 'ENCFF951HDS.tar.gz']	['ENCFF411PIS.tar.gz']	['ENCFF163PLQ.bigWig']	['ENCFF505TXS.bigWig']	['ENCFF588PUM.bigWig']	['ENCFF035KEN.bigWig']	[]	['ENCFF749NDI.bam', 'ENCFF331YKC.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR265WWF	in progress	BPNet-model	GRCh38	ENCSR000DMK	released	POLR2A ChIP-seq on human MCF-7 treated with serum starved media	Homo sapiens MCF-7	MCF-7	cell line	ChIP-seq	false	['ENCFF133LXU.bigWig']	['ENCFF109MXG.tar.gz']	['ENCFF104RVZ.bigWig']	['ENCFF363TYT.tar.gz']	['ENCFF090YOD.bed.gz', 'ENCFF831STF.bigBed']	['ENCFF200JXT.bigWig', 'ENCFF644RUU.tar.gz']	['ENCFF945SRL.bigWig', 'ENCFF781IYY.tar.gz']	['ENCFF691VID.tar.gz']	['ENCFF807KJX.bigWig']	['ENCFF070CLL.bigWig']	['ENCFF408GVT.bigWig']	['ENCFF443EVW.bigWig']	[]	['ENCFF138EMI.bam', 'ENCFF791WAQ.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR622FDE	in progress	BPNet-model	GRCh38	ENCSR429QPP	released	FOXM1 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF003CPC.bigWig']	['ENCFF390XIZ.tar.gz']	['ENCFF645PGU.bigWig']	['ENCFF716NZD.tar.gz']	['ENCFF010UVJ.bed.gz', 'ENCFF802VHR.bigBed']	['ENCFF778HTH.bigWig', 'ENCFF937KBL.tar.gz']	['ENCFF851UQV.bigWig', 'ENCFF846NRV.tar.gz']	['ENCFF991HJC.tar.gz']	['ENCFF072ITX.bigWig']	['ENCFF966OEW.bigWig']	['ENCFF701QRI.bigWig']	['ENCFF271SBY.bigWig']	['ENCFF638AIY.bam', 'ENCFF904WAN.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR237MAV	in progress	BPNet-model	GRCh38	ENCSR000ATW	released	ChIP-seq on human K562 CBX8	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF674JFM.bigWig']	['ENCFF402WEJ.tar.gz']	['ENCFF056KRB.bigWig']	['ENCFF481PCI.tar.gz']	['ENCFF101AJQ.bed.gz', 'ENCFF909ISP.bigBed']	['ENCFF144ODP.bigWig', 'ENCFF484DQC.tar.gz']	['ENCFF570APF.bigWig', 'ENCFF155TJU.tar.gz']	['ENCFF867SWE.tar.gz']	['ENCFF705KFY.bigWig']	['ENCFF856SBH.bigWig']	['ENCFF866IWA.bigWig']	['ENCFF027ZYA.bigWig']	[]	['ENCFF826YYQ.bam', 'ENCFF510RXA.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR473XQF	in progress	BPNet-model	GRCh38	ENCSR000BIK	released	POLR2A ChIP-seq protocol PCR1x on human GM12891	Homo sapiens GM12891	GM12891	cell line	ChIP-seq	false	['ENCFF137GUA.bigWig']	['ENCFF368WIU.tar.gz']	['ENCFF380JXM.bigWig']	['ENCFF747MPZ.tar.gz']	['ENCFF493QNG.bed.gz', 'ENCFF278DNT.bigBed']	['ENCFF135LEK.bigWig', 'ENCFF825CIE.tar.gz']	['ENCFF155PGU.bigWig', 'ENCFF073VVZ.tar.gz']	['ENCFF970LNI.tar.gz']	['ENCFF993YXR.bigWig']	['ENCFF242PCI.bigWig']	['ENCFF322BQT.bigWig']	['ENCFF118OYT.bigWig']	[]	['ENCFF219JYJ.bam', 'ENCFF257HZN.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR961GXF	in progress	BPNet-model	GRCh38	ENCSR000EHN	released	SMARCB1 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF465VBM.bigWig']	['ENCFF475WWY.tar.gz']	['ENCFF254KFZ.bigWig']	['ENCFF777MJD.tar.gz']	['ENCFF968TTS.bed.gz', 'ENCFF192HNQ.bigBed']	['ENCFF146RRO.bigWig', 'ENCFF936VRN.tar.gz']	['ENCFF592KNU.bigWig', 'ENCFF956KHN.tar.gz']	['ENCFF987FPT.tar.gz']	['ENCFF282PSV.bigWig']	['ENCFF266PNL.bigWig']	['ENCFF088PYO.bigWig']	['ENCFF639TUD.bigWig']	[]	['ENCFF794JDN.bam', 'ENCFF241NTZ.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR233YUK	in progress	BPNet-model	GRCh38	ENCSR953MMC	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZC3H4	HepG2	cell line	ChIP-seq	false	['ENCFF191KVO.bigWig']	['ENCFF885EBE.tar.gz']	['ENCFF689XZX.bigWig']	['ENCFF601KRM.tar.gz']	['ENCFF553KYR.bed.gz', 'ENCFF776EDX.bigBed']	['ENCFF810LQC.bigWig', 'ENCFF672KLW.tar.gz']	['ENCFF186UHQ.bigWig', 'ENCFF116FJF.tar.gz']	['ENCFF763TWI.tar.gz']	['ENCFF639SHT.bigWig']	['ENCFF886FTI.bigWig']	['ENCFF885YDL.bigWig']	['ENCFF135SIX.bigWig']	[]	['ENCFF726TND.bam', 'ENCFF332KNG.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR886RMY	in progress	BPNet-model	GRCh38	ENCSR000EHD	released	CHD2 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF570MFN.bigWig']	['ENCFF535PCB.tar.gz']	['ENCFF906LZP.bigWig']	['ENCFF291RWE.tar.gz']	['ENCFF969BUT.bed.gz', 'ENCFF668FFU.bigBed']	['ENCFF127JZL.bigWig', 'ENCFF037HPQ.tar.gz']	['ENCFF341IMB.bigWig', 'ENCFF645DQR.tar.gz']	['ENCFF275NPA.tar.gz']	['ENCFF702JUV.bigWig']	['ENCFF841CVQ.bigWig']	['ENCFF360UUC.bigWig']	['ENCFF015GIS.bigWig']	[]	['ENCFF144VOC.bam', 'ENCFF790PZF.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR165SDK	in progress	BPNet-model	GRCh38	ENCSR791OZM	released	RBM25 ChIP-seq in K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF104RWJ.bigWig']	['ENCFF440JQR.tar.gz']	['ENCFF026FRA.bigWig']	['ENCFF746DGB.tar.gz']	['ENCFF325ZTO.bed.gz', 'ENCFF126DCK.bigBed']	['ENCFF378EUK.bigWig', 'ENCFF162CZG.tar.gz']	['ENCFF471MPK.bigWig', 'ENCFF180CCQ.tar.gz']	['ENCFF149KZN.tar.gz']	['ENCFF719MHJ.bigWig']	['ENCFF016SSB.bigWig']	['ENCFF032BPV.bigWig']	['ENCFF023VVP.bigWig']	[]	['ENCFF513SVQ.bam', 'ENCFF821EKT.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR291HCU	in progress	BPNet-model	GRCh38	ENCSR000EZQ	released	POLR2A ChIP-seq on human HepG2 treated with pravastatin	Homo sapiens HepG2 treated with 2 μM pravastatin for 16 hours	HepG2	cell line	ChIP-seq	true	['ENCFF744CBQ.bigWig']	['ENCFF976AAL.tar.gz']	['ENCFF623QSW.bigWig']	['ENCFF109MVR.tar.gz']	['ENCFF206LXE.bed.gz', 'ENCFF419YZH.bigBed']	['ENCFF724SXC.bigWig', 'ENCFF680CRP.tar.gz']	['ENCFF323JGI.bigWig', 'ENCFF815CNG.tar.gz']	['ENCFF679IEI.tar.gz']	['ENCFF959MIZ.bigWig']	['ENCFF668NKU.bigWig']	['ENCFF755ISV.bigWig']	['ENCFF755CHZ.bigWig']	[]	['ENCFF699USS.bam', 'ENCFF137LLT.bam', 'ENCFF280JSN.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR414XYY	in progress	BPNet-model	GRCh38	ENCSR754KCC	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens KDM2A	HepG2	cell line	ChIP-seq	false	['ENCFF689YZL.bigWig']	['ENCFF690PDV.tar.gz']	['ENCFF503SND.bigWig']	['ENCFF336FJB.tar.gz']	['ENCFF990GEZ.bed.gz', 'ENCFF434PQA.bigBed']	['ENCFF896BRI.bigWig', 'ENCFF324OLS.tar.gz']	['ENCFF821ZOV.bigWig', 'ENCFF925PFQ.tar.gz']	['ENCFF021ZTT.tar.gz']	['ENCFF673ERG.bigWig']	['ENCFF657RHS.bigWig']	['ENCFF940VWA.bigWig']	['ENCFF171CXA.bigWig']	[]	['ENCFF282XIM.bam', 'ENCFF828KPI.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR469JON	in progress	BPNet-model	GRCh38	ENCSR000ATX	released	ChIP-seq on human K562 KDM1A	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF910EIK.bigWig']	['ENCFF921FUM.tar.gz']	['ENCFF886KXK.bigWig']	['ENCFF423GWU.tar.gz']	['ENCFF883HRE.bed.gz', 'ENCFF024UGZ.bigBed']	['ENCFF482DTV.bigWig', 'ENCFF819UAI.tar.gz']	['ENCFF064ZSK.bigWig', 'ENCFF504QIC.tar.gz']	['ENCFF632VAO.tar.gz']	['ENCFF003VSZ.bigWig']	['ENCFF211RZZ.bigWig']	['ENCFF722CKB.bigWig']	['ENCFF211QIJ.bigWig']	[]	['ENCFF417DQJ.bam', 'ENCFF867MXQ.bam', 'ENCFF755VFW.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR290BER	in progress	BPNet-model	GRCh38	ENCSR066FXN	released	HNRNPH1 ChIP-seq in HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF729IYJ.bigWig']	['ENCFF512IUB.tar.gz']	['ENCFF196LXO.bigWig']	['ENCFF222YXL.tar.gz']	['ENCFF888JTZ.bed.gz', 'ENCFF441BVX.bigBed']	['ENCFF852VYY.bigWig', 'ENCFF140MJF.tar.gz']	['ENCFF437JCE.bigWig', 'ENCFF790BGE.tar.gz']	['ENCFF371IZV.tar.gz']	['ENCFF431VDL.bigWig']	['ENCFF644RXH.bigWig']	['ENCFF526LUM.bigWig']	['ENCFF260TFC.bigWig']	[]	['ENCFF810III.bam', 'ENCFF440IUL.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR105ONF	in progress	BPNet-model	GRCh38	ENCSR563SHQ	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP36L2	HepG2	cell line	ChIP-seq	false	['ENCFF671NHT.bigWig']	['ENCFF847MWP.tar.gz']	['ENCFF070ZSL.bigWig']	['ENCFF006MXE.tar.gz']	['ENCFF631IWC.bed.gz', 'ENCFF266NJT.bigBed']	['ENCFF382WNB.bigWig', 'ENCFF353GNJ.tar.gz']	['ENCFF676UCT.bigWig', 'ENCFF302NLK.tar.gz']	['ENCFF029UEA.tar.gz']	['ENCFF046KMQ.bigWig']	['ENCFF647NTV.bigWig']	['ENCFF138WYC.bigWig']	['ENCFF541REK.bigWig']	[]	['ENCFF682FFE.bam', 'ENCFF852HLQ.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR989JSW	in progress	BPNet-model	GRCh38	ENCSR113LAS	released	MTA2 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF279JQF.bigWig']	['ENCFF282SLG.tar.gz']	['ENCFF599HFQ.bigWig']	['ENCFF810BFK.tar.gz']	['ENCFF960SZS.bed.gz', 'ENCFF656JEF.bigBed']	['ENCFF909FUF.bigWig', 'ENCFF757CBN.tar.gz']	['ENCFF351ZXR.bigWig', 'ENCFF392HLS.tar.gz']	['ENCFF641OQS.tar.gz']	['ENCFF904AUV.bigWig']	['ENCFF956RVP.bigWig']	['ENCFF701QRI.bigWig']	['ENCFF271SBY.bigWig']	['ENCFF264GEK.bam', 'ENCFF165ZYI.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR917OAA	in progress	BPNet-model	GRCh38	ENCSR404BPV	released	SMC3 ChIP-seq on human neural cell	Homo sapiens neural cell originated from H1	neural cell	in vitro differentiated cells	ChIP-seq	false	['ENCFF640ETA.bigWig']	['ENCFF034ZZO.tar.gz']	['ENCFF805UWR.bigWig']	['ENCFF303SEM.tar.gz']	['ENCFF095QTV.bed.gz', 'ENCFF454LLJ.bigBed']	['ENCFF549XYS.bigWig', 'ENCFF181TEB.tar.gz']	['ENCFF294DBR.bigWig', 'ENCFF413YCP.tar.gz']	['ENCFF388EAA.tar.gz']	['ENCFF942EOC.bigWig']	['ENCFF489RGP.bigWig']	['ENCFF485DTU.bigWig']	['ENCFF742WEM.bigWig']	['ENCFF711JBI.bam', 'ENCFF447NKC.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR238MYJ	in progress	BPNet-model	GRCh38	ENCSR000EXX	released	POLR2A ChIP-seq on human Raji	Homo sapiens Raji	Raji	cell line	ChIP-seq	false	['ENCFF877CIF.bigWig']	['ENCFF244LDP.tar.gz']	['ENCFF963BJR.bigWig']	['ENCFF691XZW.tar.gz']	['ENCFF180JWG.bed.gz', 'ENCFF948EBG.bigBed']	['ENCFF292LCP.bigWig', 'ENCFF200AHR.tar.gz']	['ENCFF142NDK.bigWig', 'ENCFF002ROY.tar.gz']	['ENCFF319QOW.tar.gz']	['ENCFF502JPW.bigWig']	['ENCFF399UJM.bigWig']	['ENCFF638EON.bigWig']	['ENCFF756QXF.bigWig']	[]	['ENCFF453YXQ.bam', 'ENCFF418PAS.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR856QNF	in progress	BPNet-model	GRCh38	ENCSR341VYI	released		Homo sapiens hepatocyte originated from H9	hepatocyte	in vitro differentiated cells	ChIP-seq	false	['ENCFF559ERS.bigWig']	['ENCFF796JCO.tar.gz']	['ENCFF244UCY.bigWig']	['ENCFF220FLW.tar.gz']	['ENCFF136MRO.bed.gz', 'ENCFF370KBZ.bigBed']	['ENCFF112BNX.bigWig', 'ENCFF755APR.tar.gz']	['ENCFF078ZKO.bigWig', 'ENCFF595NUO.tar.gz']	['ENCFF682BNN.tar.gz']	['ENCFF124MKT.bigWig']	['ENCFF247GFO.bigWig']	['ENCFF148UUK.bigWig']	['ENCFF127IQU.bigWig']	[]	['ENCFF238FWK.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR741GZN	in progress	BPNet-model	GRCh38	ENCSR748MVX	released	RAD21 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 4 hours.	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 4 hours	A549	cell line	ChIP-seq	true	['ENCFF126AKZ.bigWig']	['ENCFF718YTT.tar.gz']	['ENCFF714QDD.bigWig']	['ENCFF362CAM.tar.gz']	['ENCFF622YII.bed.gz', 'ENCFF610ULJ.bigBed']	['ENCFF978XBC.bigWig', 'ENCFF478YPB.tar.gz']	['ENCFF095ZPR.bigWig', 'ENCFF072LNB.tar.gz']	['ENCFF386RSA.tar.gz']	['ENCFF816NEJ.bigWig']	['ENCFF013GFQ.bigWig']	['ENCFF977EYH.bigWig']	['ENCFF208WVF.bigWig']	[]	['ENCFF583GLZ.bam', 'ENCFF329ACQ.bam', 'ENCFF248KCO.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR893FRE	in progress	BPNet-model	GRCh38	ENCSR000ARR	released	ChIP-seq on human NH-A EZH2	Homo sapiens astrocyte	astrocyte	primary cell	ChIP-seq	false	['ENCFF713RLN.bigWig']	['ENCFF159LWW.tar.gz']	['ENCFF478KEA.bigWig']	['ENCFF029SIJ.tar.gz']	['ENCFF045DLO.bed.gz', 'ENCFF549RTN.bigBed']	['ENCFF519SVO.bigWig', 'ENCFF708YMN.tar.gz']	['ENCFF449YYK.bigWig', 'ENCFF734QDK.tar.gz']	['ENCFF728AFW.tar.gz']	['ENCFF385XFY.bigWig']	['ENCFF519EQI.bigWig']	['ENCFF757BGB.bigWig']	['ENCFF096NUH.bigWig']	[]	['ENCFF153UCO.bam', 'ENCFF286JRK.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR150NJQ	in progress	BPNet-model	GRCh38	ENCSR000AVC	released	ChIP-seq on human H1-hESC KDM4A	Homo sapiens H1	H1	cell line	ChIP-seq	false	['ENCFF612YSU.bigWig']	['ENCFF505PGA.tar.gz']	['ENCFF512VRF.bigWig']	['ENCFF173IMF.tar.gz']	['ENCFF299UEN.bed.gz', 'ENCFF143WJS.bigBed']	['ENCFF072WRN.bigWig', 'ENCFF048KMK.tar.gz']	['ENCFF103SKX.bigWig', 'ENCFF684PJD.tar.gz']	['ENCFF567TSL.tar.gz']	['ENCFF316ZBX.bigWig']	['ENCFF528NAR.bigWig']	['ENCFF484ZCN.bigWig']	['ENCFF671GPR.bigWig']	[]	['ENCFF827ZYC.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR617HQG	in progress	BPNet-model	GRCh38	ENCSR606LDL	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens DNMT1	HepG2	cell line	ChIP-seq	false	['ENCFF500HIP.bigWig']	['ENCFF277RJR.tar.gz']	['ENCFF256BVX.bigWig']	['ENCFF892OZJ.tar.gz']	['ENCFF714SIS.bed.gz', 'ENCFF531VRW.bigBed']	['ENCFF820BTE.bigWig', 'ENCFF415QIN.tar.gz']	['ENCFF758EBW.bigWig', 'ENCFF104DJZ.tar.gz']	['ENCFF721DAZ.tar.gz']	['ENCFF762NYL.bigWig']	['ENCFF834XHJ.bigWig']	['ENCFF220GIV.bigWig']	['ENCFF166GWP.bigWig']	[]	['ENCFF104AWM.bam', 'ENCFF030XMZ.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR786BCO	in progress	BPNet-model	GRCh38	ENCSR054FKH	released	Chip-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21	HepG2	cell line	ChIP-seq	false	['ENCFF632GCU.bigWig']	['ENCFF664EUA.tar.gz']	['ENCFF227HEO.bigWig']	['ENCFF145POR.tar.gz']	['ENCFF600AAJ.bed.gz', 'ENCFF253MIB.bigBed']	['ENCFF530AHJ.bigWig', 'ENCFF365QXU.tar.gz']	['ENCFF836QXQ.bigWig', 'ENCFF225AYW.tar.gz']	['ENCFF296KPO.tar.gz']	['ENCFF736OHB.bigWig']	['ENCFF577CEN.bigWig']	['ENCFF428DQZ.bigWig']	['ENCFF502PSA.bigWig']	[]	['ENCFF375QUG.bam', 'ENCFF559BMA.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR663ZVE	in progress	BPNet-model	GRCh38	ENCSR338DUC	released	HepG2 immortalized cell line stably expressing C-terminal eGFP-RAD21 fusion protein.	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21	HepG2	cell line	ChIP-seq	false	['ENCFF462YLQ.bigWig']	['ENCFF388GTC.tar.gz']	['ENCFF573VVY.bigWig']	['ENCFF962BRX.tar.gz']	['ENCFF430GVY.bed.gz', 'ENCFF308QLB.bigBed']	['ENCFF412MXI.bigWig', 'ENCFF752AII.tar.gz']	['ENCFF945PDR.bigWig', 'ENCFF730YTC.tar.gz']	['ENCFF114IJT.tar.gz']	['ENCFF995FNX.bigWig']	['ENCFF220ILN.bigWig']	['ENCFF382CHU.bigWig']	['ENCFF628OWE.bigWig']	['ENCFF924QOB.bam', 'ENCFF438ULA.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR840GJW	in progress	BPNet-model	GRCh38	ENCSR474KBG	released	eGFP-CSDC2 ChIP-seq on human SK-N-SH	Homo sapiens SK-N-SH genetically modified (insertion) using CRISPR targeting H. sapiens CSDC2 treated with 6 μM all-trans-retinoic acid for 48 hours	SK-N-SH	cell line	ChIP-seq	false	['ENCFF454SGL.bigWig']	['ENCFF272UHK.tar.gz']	['ENCFF771TGD.bigWig']	['ENCFF265SEB.tar.gz']	['ENCFF912XGZ.bed.gz', 'ENCFF877NKD.bigBed']	['ENCFF142LET.bigWig', 'ENCFF857ECD.tar.gz']	['ENCFF908XNA.bigWig', 'ENCFF038ECO.tar.gz']	['ENCFF776DGV.tar.gz']	['ENCFF399IVX.bigWig']	['ENCFF807DNB.bigWig']	['ENCFF918PWU.bigWig']	['ENCFF820NVG.bigWig']	['ENCFF739NVH.bam', 'ENCFF011UEK.bam']	[]	['ENCFF572HHI.tar.gz']	['ENCFF821ANZ.tar.gz']	['ENCFF127ICF.tar.gz']	[]	[]	[]	[]	[]	[]
ENCSR150LML	in progress	BPNet-model	GRCh38	ENCSR000BGO	released	POLR2A ChIP-seq protocol PCR1x on human HeLa-S3	Homo sapiens HeLa-S3	HeLa-S3	cell line	ChIP-seq	false	['ENCFF655BXK.bigWig']	['ENCFF457MZS.tar.gz']	['ENCFF607BLF.bigWig']	['ENCFF486TRS.tar.gz']	['ENCFF387YOR.bed.gz', 'ENCFF379BCC.bigBed']	['ENCFF222YWG.bigWig', 'ENCFF316KEG.tar.gz']	['ENCFF134GYN.bigWig', 'ENCFF805BQK.tar.gz']	['ENCFF003DTZ.tar.gz']	['ENCFF596HZG.bigWig']	['ENCFF199NCD.bigWig']	['ENCFF867ODV.bigWig']	['ENCFF887SHV.bigWig']	[]	['ENCFF570RBG.bam', 'ENCFF927KFL.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
ENCSR925YCQ	in progress	BPNet-model	GRCh38	ENCSR000ATK	released	ChIP-seq on human H1-hESC PHF8	Homo sapiens H1	H1	cell line	ChIP-seq	false	['ENCFF409RPE.bigWig']	['ENCFF490KHE.tar.gz']	['ENCFF363XZC.bigWig']	['ENCFF508IQY.tar.gz']	['ENCFF101EDN.bed.gz', 'ENCFF077OMO.bigBed']	['ENCFF368HYJ.bigWig', 'ENCFF564TES.tar.gz']	['ENCFF576YFJ.bigWig', 'ENCFF135STD.tar.gz']	['ENCFF506HYG.tar.gz']	['ENCFF475WSN.bigWig']	['ENCFF535ZKJ.bigWig']	['ENCFF676LQN.bigWig']	['ENCFF988VCD.bigWig']	[]	['ENCFF266GWB.bam', 'ENCFF133LEI.bam']	[]	[]	[]	[]	[]	[]	[]	[]	[]
