Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile file (plus strand)	Annotation observed signal profile file (minus strand)	Annotation observed control profile file (plus strand)	Annotation observed control profile file (minus strand)	Annotation training and test regions file	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR011WOV	in progress	ENCSR325VYA	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF557	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF399VJT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF841OKC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF323ZIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF588PUM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF035KEN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF960VOA.tar.gz	""	ENCFF124IAY,ENCFF330QWJ
ENCSR012EGF	in progress	ENCSR277VXX	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF608	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF643ZQF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF059PGG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF880UFG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449CJV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF225AZM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF198EJO.tar.gz	""	ENCFF666EXN,ENCFF224YYF
ENCSR012IFJ	in progress	ENCSR101FJS	released	false		TBL1XR1 ChIP-seq on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF361NED.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF248TWC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF170DUL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF167FEV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF213GCG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF568SLU.tar.gz	""	ENCFF774HQW,ENCFF601SCV
ENCSR012NRW	in progress	ENCSR900RUE	released	true	treated with 100 nM dexamethasone (agonist) for 7 hours	FOSL2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 7 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF859JST.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF316WSA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885MKA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF612BGR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF153CUK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF200OOR.tar.gz	""	ENCFF802CQO,ENCFF390FON,ENCFF019XDK
ENCSR012PCW	in progress	ENCSR984MDV	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF24	eGFP-ZNF24 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF056CVX.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF405YGP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF592IBR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF413PAT.tar.gz	ENCFF431UCC,ENCFF554DOI	""
ENCSR012UFW	in progress	ENCSR786OQY	released	false		ZBTB5 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF568PTZ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF188ZXK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF474VSI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF722CKB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF211QIJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF770VCY.tar.gz	ENCFF242PMT,ENCFF166VLE	""
ENCSR013GZY	in progress	ENCSR321VGW	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ELF1	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF271JHJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF587BXK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF303HCR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF940FHN.tar.gz	""	ENCFF210BVJ,ENCFF744CFU
ENCSR013YBR	in progress	ENCSR696MBC	released	false		SRSF4 ChIP-seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF598TGQ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF018MKO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF418TQT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF889VSE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF589MJT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF375WUZ.tar.gz	""	ENCFF033TCS,ENCFF475QGL
ENCSR014KSS	in progress	ENCSR330ELC	released	true	treated with 100 nM dexamethasone (agonist) for 10 hours	SMC3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF619KHD.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF636EIA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF270JAX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF586VEL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF302NJH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF854PNY.tar.gz	""	ENCFF788QLL,ENCFF657VDR,ENCFF272XVR
ENCSR014TCF	in progress	ENCSR611HGB	released	false		CTCF ChIP-seq on GM23338	EFO:0007950	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF740CIN.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF234INL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF478IWJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF189ECE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF504NRK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF232GPC.tar.gz	""	ENCFF708TCY
ENCSR015HVL	in progress	ENCSR645JVW	released	false	female adult (51 years)	Chip-Seq on vagina	UBERON:0000996	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF076IVV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF210LJI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF735YQD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF868GDU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF632QLF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF492ETX.tar.gz	ENCFF893GLI	""
ENCSR015LDP	in progress	ENCSR980YXJ	released	false	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts	NRF1 ChIP-seq mouse CH12 produced by the Snyder lab	EFO:0005233	cell line	mm10	Mus musculus	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF726GOM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF246XSJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF788OWV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF912TRR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF124PFS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF823NPL.tar.gz	""	ENCFF492JRW,ENCFF838OHI
ENCSR015MLK	in progress	ENCSR464DKE	released	false			EFO:0007112	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF186GJS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF404LXG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF857GAR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF902OII.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF397TAQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701PZG.tar.gz	""	ENCFF387YZN,ENCFF165PFF
ENCSR015WPQ	in progress	ENCSR076STQ	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB44	eGFP-ZBTB44 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF497VOV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF958PYA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF235CCO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF479KBI.tar.gz	ENCFF232ENK,ENCFF280JJW	""
ENCSR015WPR	in progress	ENCSR430JGJ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens THRB	Chip-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF201ALT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF857LNI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF014SHM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF310THL.tar.gz	""	ENCFF523UQT,ENCFF242EWZ
ENCSR016ICL	in progress	ENCSR000BRH	released	false		MTA3 ChIP-seq protocol v042211.1 on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF318IER.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF406QOT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF555JXC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF189ZVG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF452CRE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF221BUO.tar.gz	""	ENCFF979WJR,ENCFF432FHO
ENCSR016LLR	in progress	ENCSR186NVR	released	false	male adult (37 years)	CTCF ChIP-seq on human gastroesophageal sphincter	UBERON:0004550	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF529MUC.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF454SYI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885BMA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF324DIN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF096RFI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF268VXC.tar.gz	ENCFF670YZH	""
ENCSR016LNK	in progress	ENCSR376RCX	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens GMEB1	eGFP-GMEB1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF869PWM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF337EIC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF937HWX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF722RMT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF165FKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF203KUI.tar.gz	ENCFF151VSH,ENCFF282HHS	""
ENCSR016LTD	in progress	ENCSR983FBD	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens NFE2	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF187UQV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF398SUJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF464WGH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF272WUL.tar.gz	""	ENCFF695GCW,ENCFF648VIF
ENCSR016MPN	in progress	ENCSR000EBQ	released	false		BACH1 ChIP-seq on human H1-hESC produced by the Snyder lab	EFO:0003042	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF073ZRP.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF729RJZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF344FPM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF475GOO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF717PXN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF082HZV.tar.gz	""	ENCFF154INO,ENCFF734LEC
ENCSR016OLY	in progress	ENCSR562POI	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens THAP11	Chip-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF971HKW.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF657KFA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF746GSL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF504NAM.tar.gz	""	ENCFF150ANX,ENCFF920OOP
ENCSR016QIW	in progress	ENCSR000BJN	released	false		TAF1 ChIP-seq protocol PCR2x on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF173FQN.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF940BOJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF575JOZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF270ESN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF048IXP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF294WUZ.tar.gz	""	ENCFF040VWK,ENCFF734ZGQ
ENCSR016SWO	in progress	ENCSR839XZU	released	false		CREM ChIP-seq on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF079NYK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF341CTO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF379JRL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF215IZN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF407CIS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF692CAB.tar.gz	""	ENCFF739ATZ,ENCFF243LIQ
ENCSR017VUA	in progress	ENCSR271RRH	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF253	eGFP-ZNF253 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF007TIT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF998FDK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF217YFO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF483LSB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF652BHL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF541UOX.tar.gz	ENCFF288KOA,ENCFF787DTE	""
ENCSR018JTI	in progress	ENCSR226UQG	released	true	treated with 100 nM dexamethasone (agonist) for 10 hours	JunB ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF431ULL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF250JGK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF723EYC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF586VEL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF302NJH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF681UBL.tar.gz	""	ENCFF530UJB,ENCFF058JTO,ENCFF935HXA
ENCSR018KJW	in progress	ENCSR756SZU	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens KLF13	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF108BLX.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF774IQR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF979QOD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449ZAM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF328NOW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF429NNU.tar.gz	""	ENCFF478TZG,ENCFF576ZAB
ENCSR018ZAY	in progress	ENCSR000BIJ	released	false		SPI1 ChIP-seq protocol PCR1x on human GM12891	EFO:0002785	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF696OQT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF370KES.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF052MDF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF375FWS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF649SJZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF639QIT.tar.gz	""	ENCFF596TKR,ENCFF502JGK
ENCSR019CBY	in progress	ENCSR000CFH	released	false	strain MEL DBA/2	CTCF ChIP-seq on mouse MEL	EFO:0003971	cell line	mm10	Mus musculus	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF649CXI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF401ITF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF026HGD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF143ZMJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF870FOS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF456FCR.tar.gz	""	ENCFF763ZKN,ENCFF587IJG
ENCSR019KHO	in progress	ENCSR607XFI	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens CTCF	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF435SOK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF391JYP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF263JOG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF248JEL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF812IVG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF861GIY.tar.gz	""	ENCFF760PWX,ENCFF553PAZ
ENCSR019TIT	in progress	ENCSR617RSQ	released	false			EFO:0002074	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF203KGL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF114PET.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF574EBZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF059BIG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449TTW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF622HOS.tar.gz	""	ENCFF972DXC,ENCFF356UON
ENCSR019XAE	in progress	ENCSR484DDO	released	false	female adult (53 years)	CTCF ChIP-seq on human body of pancreas	UBERON:0001150	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF503HIG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF151NYV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF485RXO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF611HWO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF052NJX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF956MUI.tar.gz	ENCFF535BZE	""
ENCSR020BAF	in progress	ENCSR767NGL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF840LQM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF292JSG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF876TTB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF588PUM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF035KEN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF274KFZ.tar.gz	""	ENCFF284PVR,ENCFF707RAJ
ENCSR020CRX	in progress	ENCSR000EFS	released	false		JUN ChIP-seq on human K562 produced by the Snyder lab	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF989KNV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF788HRT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF808AVQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF360UUC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF015GIS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF401HUT.tar.gz	""	ENCFF874WDA,ENCFF768NAW
ENCSR020DMV	in progress	ENCSR248BVU	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF264	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF402HVY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF601BHK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF978BPK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF741TGE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF153RDU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF843NEL.tar.gz	""	ENCFF770XCH,ENCFF815IZQ
ENCSR020FVT	in progress	ENCSR873OVI	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens MTA3	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF735POT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF550MBN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF058LSQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF248PQA.tar.gz	""	ENCFF241MSR,ENCFF617XKF
ENCSR020JJT	in progress	ENCSR298DSB	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF180	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF374DKD.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF308JXX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF997YHQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF588PUM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF035KEN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF900HHQ.tar.gz	""	ENCFF661JPU,ENCFF843HIP
ENCSR020NVK	in progress	ENCSR000BNG	released	false		MEF2C ChIP-seq protocol v041610.1 on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF538OTD.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF484XGP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF591EBE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF176HTZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF030UFH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF178GVL.tar.gz	""	ENCFF698CVH,ENCFF957NKV
ENCSR020RYL	in progress	ENCSR022WVP	released	true	treated with 100.0 nM dexamethasone (agonist) for 10.0 minutes	cJun ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF073LNT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF742TXZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF390BXP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF174NWR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF762MYO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF040BTS.tar.gz	""	ENCFF615YKJ,ENCFF277LPL,ENCFF762NHB
ENCSR020UNW	in progress	ENCSR033FDW	released	false	male adult (37 years)	Chip-Seq on stomach	UBERON:0000945	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF867VVZ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF948DMW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF759ETR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF341OKF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF402AVI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF121FSR.tar.gz	ENCFF640TIV	""
