Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	training and test regions	observed signal profile	models	alignments	unfiltered alignments	selected regions for predicted signal and sequence contribution scores	predicted signal profile	bias-corrected predicted signal profile	profile sequence contribution scores	counts sequence contribution scores	bias models	sequence motifs	sequence motifs instances	normalized observed signal profile	normalized predicted signal profile	normalized bias-corrected predicted signal profile	sequence motifs report
ENCSR905YHT	in progress	ChromBPNet-model	GRCh38	ENCSR308HPZ	released	ATAC-seq on human gastrocnemius medialis	Homo sapiens gastrocnemius medialis tissue male adult (54 years)	gastrocnemius medialis	tissue	ATAC-seq	false	['ENCFF313FLW.tar.gz']	['ENCFF270MUQ.bigWig']	['ENCFF579PNN.tar.gz']	['ENCFF256JHE.bam']	[]	['ENCFF879ILI.bed.gz', 'ENCFF515DDC.bigBed']	['ENCFF857NUH.tar.gz', 'ENCFF918SRW.bigWig']	['ENCFF259OGF.bigWig', 'ENCFF739CYS.tar.gz']	['ENCFF102OWZ.bigWig', 'ENCFF366UNS.tar.gz']	['ENCFF948BGW.bigWig', 'ENCFF253UKW.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF105ZCB.tar.gz']	['ENCFF775YNW.tar.gz']	['ENCFF085WQJ.bigWig']	['ENCFF109RNA.bigWig']	['ENCFF458XII.bigWig']	['ENCFF754TEY.tar.gz']
ENCSR475FVE	in progress	ChromBPNet-model	GRCh38	ENCSR729DRB	released		Homo sapiens testis tissue male embryo	testis	tissue	DNase-seq	false	['ENCFF173VZI.tar.gz']	['ENCFF029OEN.bigWig']	['ENCFF410LJO.tar.gz']	[]	['ENCFF419SVL.bam']	['ENCFF819XVJ.bed.gz', 'ENCFF537JRP.bigBed']	['ENCFF179MGK.bigWig', 'ENCFF262LLV.tar.gz']	['ENCFF845EHD.bigWig', 'ENCFF551SCV.tar.gz']	['ENCFF822SDS.bigWig', 'ENCFF505WWK.tar.gz']	['ENCFF756MAU.bigWig', 'ENCFF144JGC.tar.gz']	['ENCFF021TNE.tar.gz']	['ENCFF753VSG.tar.gz']	['ENCFF746XPF.tar.gz']	['ENCFF320LVK.bigWig']	['ENCFF425UOY.bigWig']	['ENCFF482HLU.bigWig']	['ENCFF006UVI.tar.gz']
ENCSR162OQQ	in progress	ChromBPNet-model	GRCh38	ENCSR295DUI	released		Homo sapiens left kidney tissue female embryo (87 days)	left kidney	tissue	DNase-seq	false	['ENCFF268APH.tar.gz']	['ENCFF879RQB.bigWig']	['ENCFF266BDO.tar.gz']	[]	['ENCFF744ZKD.bam']	['ENCFF680ZZD.bed.gz', 'ENCFF869WIE.bigBed']	['ENCFF062RTZ.bigWig', 'ENCFF668UUV.tar.gz']	['ENCFF663FZY.bigWig', 'ENCFF657LGS.tar.gz']	['ENCFF685UOH.bigWig', 'ENCFF587QAA.tar.gz']	['ENCFF915MTP.bigWig', 'ENCFF162FDG.tar.gz']	['ENCFF165OIG.tar.gz']	['ENCFF745HHZ.tar.gz']	['ENCFF276LXH.tar.gz']	['ENCFF475LTL.bigWig']	['ENCFF258DTN.bigWig']	['ENCFF060JKP.bigWig']	['ENCFF602KXN.tar.gz']
ENCSR808PZL	in progress	ChromBPNet-model	GRCh38	ENCSR660WSB	released	ATAC-seq on human cell line DND-41	Homo sapiens DND-41	DND-41	cell line	ATAC-seq	false	['ENCFF724SEV.tar.gz']	['ENCFF762QUA.bigWig']	['ENCFF607DUA.tar.gz']	['ENCFF626KDS.bam', 'ENCFF080WSN.bam', 'ENCFF538YYI.bam']	[]	['ENCFF095VVG.bed.gz', 'ENCFF881IRH.bigBed']	['ENCFF053BUM.bigWig', 'ENCFF592EDN.tar.gz']	['ENCFF105HTU.bigWig', 'ENCFF584KWQ.tar.gz']	['ENCFF112CMS.bigWig', 'ENCFF160QGI.tar.gz']	['ENCFF497BBT.bigWig', 'ENCFF849LAP.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF930IDO.tar.gz']	['ENCFF450PFR.tar.gz']	['ENCFF343EHE.bigWig']	['ENCFF869MBL.bigWig']	['ENCFF501FRA.bigWig']	['ENCFF378OSJ.tar.gz']
ENCSR604WIO	in progress	ChromBPNet-model	GRCh38	ENCSR476SDZ	released		Homo sapiens muscle of back tissue male embryo (108 days)	muscle of back	tissue	DNase-seq	false	['ENCFF116UFE.tar.gz']	['ENCFF335WQB.bigWig']	['ENCFF903XZI.tar.gz']	[]	['ENCFF902MNN.bam']	['ENCFF251JES.bed.gz', 'ENCFF686MZT.bigBed']	['ENCFF756KDV.bigWig', 'ENCFF950RZX.tar.gz']	['ENCFF369SPY.bigWig', 'ENCFF975UFU.tar.gz']	['ENCFF785IHJ.bigWig', 'ENCFF527PDQ.tar.gz']	['ENCFF993TXH.bigWig', 'ENCFF706VWF.tar.gz']	['ENCFF724EZU.tar.gz']	['ENCFF019ATG.tar.gz']	['ENCFF470RHX.tar.gz']	['ENCFF674JWH.bigWig']	['ENCFF619YRT.bigWig']	['ENCFF701MZL.bigWig']	['ENCFF912SOX.tar.gz']
ENCSR771RUL	in progress	ChromBPNet-model	GRCh38	ENCSR059LXL	released		Homo sapiens muscle of leg tissue male embryo (96 days)	muscle of leg	tissue	DNase-seq	false	['ENCFF940VWL.tar.gz']	['ENCFF099ACL.bigWig']	['ENCFF412HZJ.tar.gz']	[]	['ENCFF164XBH.bam']	['ENCFF594ESZ.bed.gz', 'ENCFF659ANW.bigBed']	['ENCFF093KLU.bigWig', 'ENCFF585OLM.tar.gz']	['ENCFF531KCK.bigWig', 'ENCFF650KGY.tar.gz']	['ENCFF163EKY.tar.gz', 'ENCFF480TNC.bigWig']	['ENCFF027GTN.tar.gz', 'ENCFF268XCH.bigWig']	['ENCFF474MIL.tar.gz']	['ENCFF032MBQ.tar.gz']	['ENCFF223GJX.tar.gz']	['ENCFF918TWE.bigWig']	['ENCFF012HUZ.bigWig']	['ENCFF890GYF.bigWig']	['ENCFF199EMN.tar.gz']
ENCSR827EDQ	in progress	ChromBPNet-model	GRCh38	ENCSR501FWC	released		Homo sapiens heart left ventricle tissue female embryo (136 days)	heart left ventricle	tissue	DNase-seq	false	['ENCFF378EHA.tar.gz']	['ENCFF154FVS.bigWig']	['ENCFF642ZVC.tar.gz']	['ENCFF192SLM.bam']	[]	['ENCFF792SUZ.bed.gz', 'ENCFF658EZZ.bigBed']	['ENCFF874MTE.bigWig', 'ENCFF392NOX.tar.gz']	['ENCFF394GNV.bigWig', 'ENCFF623RPW.tar.gz']	['ENCFF131WUW.tar.gz', 'ENCFF702CRY.bigWig']	['ENCFF133ZBK.tar.gz', 'ENCFF136WCD.bigWig']	['ENCFF580UTZ.tar.gz']	['ENCFF857SVD.tar.gz']	['ENCFF538MMZ.tar.gz']	['ENCFF910BHL.bigWig']	['ENCFF164BRJ.bigWig']	['ENCFF744QES.bigWig']	['ENCFF234DCI.tar.gz']
ENCSR980UZA	in progress	ChromBPNet-model	GRCh38	ENCSR000EOB	released	DNase-seq and DGF on human HMVEC-dLy-Neo	Homo sapiens dermis microvascular lymphatic vessel endothelial cell male	dermis microvascular lymphatic vessel endothelial cell	primary cell	DNase-seq	false	['ENCFF249IFN.tar.gz']	['ENCFF284GLX.bigWig']	['ENCFF939KKI.tar.gz']	[]	['ENCFF805MXN.bam', 'ENCFF627UXJ.bam']	['ENCFF988KES.bed.gz', 'ENCFF568QSL.bigBed']	['ENCFF870KHE.bigWig', 'ENCFF026YBJ.tar.gz']	['ENCFF276FAG.bigWig', 'ENCFF034ERC.tar.gz']	['ENCFF866QIG.tar.gz', 'ENCFF858IRZ.bigWig']	['ENCFF911ISY.tar.gz', 'ENCFF542IKY.bigWig']	['ENCFF860EYX.tar.gz']	['ENCFF457TRG.tar.gz']	['ENCFF316STU.tar.gz']	['ENCFF269MYJ.bigWig']	['ENCFF701XSC.bigWig']	['ENCFF924AHP.bigWig']	['ENCFF669MUR.tar.gz']
ENCSR968OAS	in progress	ChromBPNet-model	GRCh38	ENCSR171ADO	released		Homo sapiens gastrocnemius medialis tissue male adult (37 years)	gastrocnemius medialis	tissue	DNase-seq	false	['ENCFF957WXB.tar.gz']	['ENCFF847PIB.bigWig']	['ENCFF775EDM.tar.gz']	['ENCFF513STI.bam']	[]	['ENCFF565YDM.bed.gz', 'ENCFF626JBK.bigBed']	['ENCFF268GQQ.bigWig', 'ENCFF926WTV.tar.gz']	['ENCFF555AVY.bigWig', 'ENCFF417ZUB.tar.gz']	['ENCFF654CNU.bigWig', 'ENCFF227BPJ.tar.gz']	['ENCFF627AVZ.bigWig', 'ENCFF685YCH.tar.gz']	['ENCFF086DTS.tar.gz']	['ENCFF005DZM.tar.gz']	['ENCFF950LZW.tar.gz']	['ENCFF617QSA.bigWig']	['ENCFF610OZB.bigWig']	['ENCFF446JNX.bigWig']	['ENCFF594DOF.tar.gz']
ENCSR665XRD	in progress	ChromBPNet-model	GRCh38	ENCSR435NHO	released		Homo sapiens embryonic facial prominence tissue embryo (53 days) and embryo (58 days)	embryonic facial prominence	tissue	DNase-seq	false	['ENCFF881DCP.tar.gz']	['ENCFF797LZN.bigWig']	['ENCFF849RUZ.tar.gz']	['ENCFF798URD.bam', 'ENCFF250BQL.bam']	[]	['ENCFF692RVI.bed.gz', 'ENCFF413YDL.bigBed']	['ENCFF181VTG.bigWig', 'ENCFF334JMB.tar.gz']	['ENCFF279VPL.bigWig', 'ENCFF664HXJ.tar.gz']	['ENCFF419PKG.tar.gz', 'ENCFF667GHL.bigWig']	['ENCFF257WBF.tar.gz', 'ENCFF472PKC.bigWig']	['ENCFF979QUQ.tar.gz']	['ENCFF235QCS.tar.gz']	['ENCFF546QSA.tar.gz']	['ENCFF126OQA.bigWig']	['ENCFF918WMY.bigWig']	['ENCFF496XMA.bigWig']	['ENCFF936KUV.tar.gz']
ENCSR139CRO	in progress	ChromBPNet-model	GRCh38	ENCSR204PZT	released	ATAC-seq on human heart left ventricle	Homo sapiens heart left ventricle tissue female adult (41 years)	heart left ventricle	tissue	ATAC-seq	false	['ENCFF795SIK.tar.gz']	['ENCFF656PKN.bigWig']	['ENCFF879IQQ.tar.gz']	['ENCFF919KRC.bam']	[]	['ENCFF927WZC.bed.gz', 'ENCFF520KRE.bigBed']	['ENCFF919GQG.bigWig', 'ENCFF716PAO.tar.gz']	['ENCFF305HEO.bigWig', 'ENCFF547PCO.tar.gz']	['ENCFF278JUA.bigWig', 'ENCFF132ASW.tar.gz']	['ENCFF995TEV.bigWig', 'ENCFF340TXB.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF420AFV.tar.gz']	['ENCFF480MUO.tar.gz']	['ENCFF404SMK.bigWig']	['ENCFF646PSY.bigWig']	['ENCFF798INE.bigWig']	['ENCFF849PCW.tar.gz']
ENCSR482OFD	in progress	ChromBPNet-model	GRCh38	ENCSR444VTC	released		Homo sapiens large intestine tissue female embryo (105 days)	large intestine	tissue	DNase-seq	false	['ENCFF708KVZ.tar.gz']	['ENCFF596MCX.bigWig']	['ENCFF229LSS.tar.gz']	[]	['ENCFF272RKC.bam']	['ENCFF271XER.bed.gz', 'ENCFF239EZR.bigBed']	['ENCFF108TFJ.bigWig', 'ENCFF123WSJ.tar.gz']	['ENCFF026SGZ.bigWig', 'ENCFF312GNQ.tar.gz']	['ENCFF178HBS.bigWig', 'ENCFF203IFL.tar.gz']	['ENCFF800EWW.bigWig', 'ENCFF093HPI.tar.gz']	['ENCFF943ODU.tar.gz']	['ENCFF682SWF.tar.gz']	['ENCFF326TMK.tar.gz']	['ENCFF694MIA.bigWig']	['ENCFF416DBQ.bigWig']	['ENCFF830CXD.bigWig']	['ENCFF870HXL.tar.gz']
ENCSR494NGO	in progress	ChromBPNet-model	GRCh38	ENCSR459AYS	released	ATAC-seq	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 2 hours	dendritic cell	in vitro differentiated cells	ATAC-seq	false	['ENCFF445MPS.tar.gz']	['ENCFF303NJL.bigWig']	['ENCFF886HGT.tar.gz']	['ENCFF913ZTL.bam']	[]	['ENCFF968NYB.bed.gz', 'ENCFF975ORE.bigBed']	['ENCFF272ENU.bigWig', 'ENCFF303IPF.tar.gz']	['ENCFF795BCV.bigWig', 'ENCFF947IXQ.tar.gz']	['ENCFF879JEX.bigWig', 'ENCFF918WZC.tar.gz']	['ENCFF046BSS.bigWig', 'ENCFF301MJX.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF079GYP.tar.gz']	['ENCFF446PBT.tar.gz']	['ENCFF156NUG.bigWig']	['ENCFF064QYU.bigWig']	['ENCFF557LBP.bigWig']	['ENCFF210CMK.tar.gz']
ENCSR131EZF	in progress	ChromBPNet-model	GRCh38	ENCSR301OGM	released		Homo sapiens NAMALWA treated with Sendai virus for 2 hours	NAMALWA	cell line	DNase-seq	true	['ENCFF875WDX.tar.gz']	['ENCFF160NPH.bigWig']	['ENCFF976HZC.tar.gz']	['ENCFF427WUB.bam', 'ENCFF815HRL.bam']	[]	['ENCFF918DPO.bed.gz', 'ENCFF999EMM.bigBed']	['ENCFF229ECV.bigWig', 'ENCFF491UAV.tar.gz']	['ENCFF944WHG.bigWig', 'ENCFF515HCA.tar.gz']	['ENCFF763YWR.bigWig']	['ENCFF256IEO.bigWig']	['ENCFF831SGP.tar.gz']	[]	[]	[]	[]	[]	[]
ENCSR211QSL	in progress	ChromBPNet-model	GRCh38	ENCSR420RWU	released		Homo sapiens brain tissue male embryo (105 days)	brain	tissue	DNase-seq	false	['ENCFF252EXW.tar.gz']	['ENCFF517BLP.bigWig']	['ENCFF718QRV.tar.gz']	[]	['ENCFF021ZDN.bam']	['ENCFF223KCA.bed.gz', 'ENCFF617YRC.bigBed']	['ENCFF437GND.bigWig', 'ENCFF095KBK.tar.gz']	['ENCFF520XRY.bigWig', 'ENCFF856OGT.tar.gz']	['ENCFF246FTA.tar.gz', 'ENCFF846RCL.bigWig']	['ENCFF353TXU.tar.gz', 'ENCFF907TXF.bigWig']	['ENCFF512WFQ.tar.gz']	['ENCFF018HAL.tar.gz']	['ENCFF702XDG.tar.gz']	['ENCFF814APY.bigWig']	['ENCFF673MJE.bigWig']	['ENCFF535GYP.bigWig']	['ENCFF154GCU.tar.gz']
ENCSR978WIX	released	ChromBPNet-model	GRCh38	ENCSR200OML	released		Homo sapiens IMR-90 nuclear fraction and unspecified fraction	IMR-90	cell line	ATAC-seq	false	['ENCFF802KJC.tar.gz']	['ENCFF650PHA.bigWig']	['ENCFF113GSV.tar.gz']	['ENCFF715NAV.bam', 'ENCFF848XMR.bam']	[]	['ENCFF815MUM.bed.gz', 'ENCFF090KWZ.bigBed']	['ENCFF724GOX.bigWig', 'ENCFF539TLT.tar.gz']	['ENCFF972MGD.bigWig', 'ENCFF390CNX.tar.gz']	['ENCFF296OCU.bigWig', 'ENCFF736SLY.tar.gz']	['ENCFF742UJM.bigWig', 'ENCFF932MOR.tar.gz']	['ENCFF284XBG.tar.gz']	['ENCFF885KUA.tar.gz']	[]	[]	[]	[]	[]
ENCSR809YVS	in progress	ChromBPNet-model	GRCh38	ENCSR839UOB	released		Homo sapiens HG03432	HG03432	cell line	ATAC-seq	false	['ENCFF832HHK.tar.gz']	['ENCFF539BHD.bigWig']	['ENCFF703QNY.tar.gz']	['ENCFF170VVQ.bam']	[]	['ENCFF388YAS.bed.gz', 'ENCFF107VDU.bigBed']	['ENCFF073NVQ.tar.gz', 'ENCFF435EHZ.bigWig']	['ENCFF172TYH.bigWig', 'ENCFF449CCS.tar.gz']	['ENCFF198IUC.bigWig', 'ENCFF826FYV.tar.gz']	['ENCFF456CIE.bigWig', 'ENCFF276AMP.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF642RCG.tar.gz']	['ENCFF377RVU.tar.gz']	['ENCFF218ZJK.bigWig']	['ENCFF138RNG.bigWig']	['ENCFF942ANZ.bigWig']	['ENCFF460JIO.tar.gz']
ENCSR838NPI	in progress	ChromBPNet-model	GRCh38	ENCSR910OQF	released	DNase-seq on 59 day fetal female human spinal cord	Homo sapiens spinal cord tissue female embryo (59 days) and male embryo (72 days)	spinal cord	tissue	DNase-seq	false	['ENCFF062BRA.tar.gz']	['ENCFF936GWY.bigWig']	['ENCFF755XTH.tar.gz']	['ENCFF395YAT.bam', 'ENCFF458FJF.bam']	[]	['ENCFF240NGU.bed.gz', 'ENCFF518CUX.bigBed']	['ENCFF220FOG.bigWig', 'ENCFF756UUB.tar.gz']	['ENCFF485VKP.bigWig', 'ENCFF770OKF.tar.gz']	['ENCFF942KBN.bigWig', 'ENCFF829KLE.tar.gz']	['ENCFF692IGK.bigWig', 'ENCFF989IKQ.tar.gz']	['ENCFF952NVM.tar.gz']	['ENCFF794RCG.tar.gz']	['ENCFF707OIC.tar.gz']	['ENCFF883FMM.bigWig']	['ENCFF398POV.bigWig']	['ENCFF133SKU.bigWig']	['ENCFF474NYK.tar.gz']
ENCSR838ZQX	in progress	ChromBPNet-model	GRCh38	ENCSR182VGJ	released	ATAC-seq on human spleen	Homo sapiens spleen tissue female adult (59 years)	spleen	tissue	ATAC-seq	false	['ENCFF884OGW.tar.gz']	['ENCFF723DJZ.bigWig']	['ENCFF715JGR.tar.gz']	['ENCFF358QFM.bam']	[]	['ENCFF027WDD.bed.gz', 'ENCFF909QEX.bigBed']	['ENCFF174EUW.tar.gz', 'ENCFF050BLU.bigWig']	['ENCFF474XSR.bigWig', 'ENCFF238JCU.tar.gz']	['ENCFF914VNK.tar.gz', 'ENCFF639MWI.bigWig']	['ENCFF987VUY.bigWig', 'ENCFF894BOL.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF101JNJ.tar.gz']	['ENCFF130UGV.tar.gz']	['ENCFF250LJQ.bigWig']	['ENCFF736QKR.bigWig']	['ENCFF287XYV.bigWig']	['ENCFF983SHN.tar.gz']
ENCSR994ABS	in progress	ChromBPNet-model	GRCh38	ENCSR891VOV	released		Homo sapiens B cell female adult (34 years)	B cell	primary cell	DNase-seq	false	['ENCFF202MDQ.tar.gz']	['ENCFF580LPC.bigWig']	['ENCFF089XTZ.tar.gz']	[]	['ENCFF448DRO.bam']	['ENCFF435CDA.bed.gz', 'ENCFF138BNJ.bigBed']	['ENCFF341CLW.bigWig', 'ENCFF984TSE.tar.gz']	['ENCFF396UDB.bigWig', 'ENCFF855LXW.tar.gz']	['ENCFF378DHS.tar.gz', 'ENCFF237HFQ.bigWig']	['ENCFF411ZQF.tar.gz', 'ENCFF651NXR.bigWig']	['ENCFF808QAJ.tar.gz']	['ENCFF462HEI.tar.gz']	['ENCFF858GGC.tar.gz']	['ENCFF467SJN.bigWig']	['ENCFF905YKJ.bigWig']	['ENCFF559AEJ.bigWig']	['ENCFF299VUY.tar.gz']
ENCSR712YRU	in progress	ChromBPNet-model	GRCh38	ENCSR749YCR	released		Homo sapiens stimulated activated CD8-positive, alpha-beta memory T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-7 for 1 hour	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF306YPF.tar.gz']	['ENCFF953WKL.bigWig']	['ENCFF079OUR.tar.gz']	['ENCFF024UTK.bam']	[]	['ENCFF821LTV.bed.gz', 'ENCFF149ZBJ.bigBed']	['ENCFF847HQB.bigWig', 'ENCFF657PTH.tar.gz']	['ENCFF822GRN.bigWig', 'ENCFF408ZER.tar.gz']	['ENCFF358IDM.bigWig', 'ENCFF919WEK.tar.gz']	['ENCFF421UUQ.bigWig', 'ENCFF151FNT.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF761XWI.tar.gz']	['ENCFF868RAU.tar.gz']	['ENCFF265WEZ.bigWig']	['ENCFF691PPL.bigWig']	['ENCFF598YVI.bigWig']	['ENCFF487ALO.tar.gz']
ENCSR912CMN	in progress	ChromBPNet-model	GRCh38	ENCSR318JAA	released		Homo sapiens left renal pelvis tissue male embryo (105 days)	left renal pelvis	tissue	DNase-seq	false	['ENCFF096QSC.tar.gz']	['ENCFF276KVS.bigWig']	['ENCFF349JCQ.tar.gz']	[]	['ENCFF168SEB.bam']	['ENCFF122YVH.bed.gz', 'ENCFF211ZMG.bigBed']	['ENCFF112OYI.bigWig', 'ENCFF700IBA.tar.gz']	['ENCFF912IEM.bigWig', 'ENCFF890BPC.tar.gz']	['ENCFF446TMA.bigWig', 'ENCFF931SUV.tar.gz']	['ENCFF672JUD.bigWig', 'ENCFF194NWM.tar.gz']	['ENCFF185OOF.tar.gz']	['ENCFF810ZQV.tar.gz']	['ENCFF257LYF.tar.gz']	['ENCFF594KHV.bigWig']	['ENCFF508DUP.bigWig']	['ENCFF184TTM.bigWig']	['ENCFF852WMO.tar.gz']
ENCSR494GOI	in progress	ChromBPNet-model	GRCh38	ENCSR723JLG	released		Homo sapiens natural killer cell female adult (34 years)	natural killer cell	primary cell	DNase-seq	false	['ENCFF330VUT.tar.gz']	['ENCFF537TVG.bigWig']	['ENCFF638KPY.tar.gz']	[]	['ENCFF989PWI.bam']	['ENCFF026WIW.bed.gz', 'ENCFF411PHT.bigBed']	['ENCFF019ZCB.bigWig', 'ENCFF716UVO.tar.gz']	['ENCFF272DFI.bigWig', 'ENCFF855GJC.tar.gz']	['ENCFF110NQZ.bigWig', 'ENCFF547NFZ.tar.gz']	['ENCFF590KJY.bigWig', 'ENCFF749KPX.tar.gz']	['ENCFF098FYR.tar.gz']	['ENCFF705DCV.tar.gz']	['ENCFF223NBT.tar.gz']	['ENCFF575IMV.bigWig']	['ENCFF576JDD.bigWig']	['ENCFF238OJZ.bigWig']	['ENCFF524NKN.tar.gz']
ENCSR773FDM	in progress	ChromBPNet-model	GRCh38	ENCSR705CNJ	released		Homo sapiens heart tissue male embryo (72 days) and male embryo (76 days)	heart	tissue	DNase-seq	false	['ENCFF033EDE.tar.gz']	['ENCFF126QXX.bigWig']	['ENCFF661AME.tar.gz']	['ENCFF820NRM.bam', 'ENCFF984ZHE.bam']	[]	['ENCFF074QLC.bed.gz', 'ENCFF620FMW.bigBed']	['ENCFF657WPB.bigWig', 'ENCFF860RZJ.tar.gz']	['ENCFF215QHF.bigWig', 'ENCFF237ZTW.tar.gz']	['ENCFF826BEK.bigWig', 'ENCFF104JIO.tar.gz']	['ENCFF449ZDE.bigWig', 'ENCFF166GYQ.tar.gz']	['ENCFF788UEF.tar.gz']	['ENCFF738RHY.tar.gz']	['ENCFF219OEH.tar.gz']	['ENCFF786NAV.bigWig']	['ENCFF049GLY.bigWig']	['ENCFF141DZD.bigWig']	['ENCFF887VBJ.tar.gz']
ENCSR615RQE	in progress	ChromBPNet-model	GRCh38	ENCSR254AGA	released		Homo sapiens renal cortex interstitium tissue male embryo (91 days)	renal cortex interstitium	tissue	DNase-seq	false	['ENCFF249HAS.tar.gz']	['ENCFF602JET.bigWig']	['ENCFF677BPQ.tar.gz']	[]	['ENCFF759RVK.bam']	['ENCFF527BXI.bed.gz', 'ENCFF038FAB.bigBed']	['ENCFF587KOR.bigWig', 'ENCFF455RGW.tar.gz']	['ENCFF214QJS.bigWig', 'ENCFF268GHR.tar.gz']	['ENCFF404DTD.bigWig', 'ENCFF115RXF.tar.gz']	['ENCFF367VIH.bigWig', 'ENCFF075XST.tar.gz']	['ENCFF159YQX.tar.gz']	['ENCFF224ZNB.tar.gz']	['ENCFF650RKA.tar.gz']	['ENCFF829HOO.bigWig']	['ENCFF526VGH.bigWig']	['ENCFF107XJD.bigWig']	['ENCFF442GHD.tar.gz']
ENCSR994FMN	in progress	ChromBPNet-model	GRCh38	ENCSR649MJI	released		Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	tissue	DNase-seq	false	['ENCFF656OBU.tar.gz']	['ENCFF785TZZ.bigWig']	['ENCFF535NBA.tar.gz']	['ENCFF138DUZ.bam']	[]	['ENCFF631CBM.bed.gz', 'ENCFF470HKG.bigBed']	['ENCFF786AML.bigWig', 'ENCFF727TNR.tar.gz']	['ENCFF901RDA.bigWig', 'ENCFF955MDC.tar.gz']	['ENCFF399ZHR.bigWig', 'ENCFF726YAR.tar.gz']	['ENCFF166QMB.bigWig', 'ENCFF179ZZL.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF844MKS.tar.gz']	['ENCFF258ZWX.tar.gz']	['ENCFF022GNX.bigWig']	['ENCFF801DMW.bigWig']	['ENCFF334OFB.bigWig']	['ENCFF509GCA.tar.gz']
ENCSR585BFP	in progress	ChromBPNet-model	GRCh38	ENCSR200OML	released		Homo sapiens IMR-90 nuclear fraction and unspecified fraction	IMR-90	cell line	ATAC-seq	false	[]	[]	['ENCFF113GSV.tar.gz']	[]	[]	['ENCFF821OGL.bed.gz', 'ENCFF100EXH.bigBed']	['ENCFF868ILA.bigWig', 'ENCFF139AQC.tar.gz']	['ENCFF114MLO.bigWig', 'ENCFF375NED.tar.gz']	['ENCFF681PNB.bigWig', 'ENCFF659LSS.tar.gz']	['ENCFF833FFV.bigWig', 'ENCFF465BKY.tar.gz']	[]	['ENCFF546TKJ.tar.gz']	['ENCFF547FFY.tar.gz']	[]	['ENCFF090WIO.bigWig']	['ENCFF347DJJ.bigWig']	['ENCFF673SZF.tar.gz']
ENCSR844BAV	in progress	ChromBPNet-model	GRCh38	ENCSR422PVL	released		Homo sapiens left kidney tissue female embryo (147 days)	left kidney	tissue	DNase-seq	false	['ENCFF914DVW.tar.gz']	['ENCFF204ZBQ.bigWig']	['ENCFF848ENN.tar.gz']	[]	['ENCFF428CUP.bam']	['ENCFF406WSI.bed.gz', 'ENCFF286JDH.bigBed']	['ENCFF271MDN.bigWig', 'ENCFF363NCK.tar.gz']	['ENCFF146QFE.bigWig', 'ENCFF040ZYP.tar.gz']	['ENCFF519CKH.tar.gz', 'ENCFF106EGM.bigWig']	['ENCFF020EVY.tar.gz', 'ENCFF727DVA.bigWig']	['ENCFF283UOL.tar.gz']	['ENCFF451GXP.tar.gz']	['ENCFF540IOP.tar.gz']	['ENCFF170EFN.bigWig']	['ENCFF926GCF.bigWig']	['ENCFF310GZD.bigWig']	['ENCFF089ZFP.tar.gz']
ENCSR034VPK	in progress	ChromBPNet-model	GRCh38	ENCSR548SSP	released	ATAC-seq on human mucosa of urinary bladder	Homo sapiens mucosa of urinary bladder tissue female adult (47 years)	mucosa of urinary bladder	tissue	ATAC-seq	false	['ENCFF807ACV.tar.gz']	['ENCFF033POX.bigWig']	['ENCFF508YHK.tar.gz']	['ENCFF514GZV.bam']	[]	['ENCFF724XAR.bed.gz', 'ENCFF858OAZ.bigBed']	['ENCFF595SZA.tar.gz', 'ENCFF516ZDT.bigWig']	['ENCFF823CVX.bigWig', 'ENCFF663WOF.tar.gz']	['ENCFF776VPC.bigWig', 'ENCFF626IQL.tar.gz']	['ENCFF459IVY.bigWig', 'ENCFF135RXS.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF642XBC.tar.gz']	['ENCFF515UCI.tar.gz']	['ENCFF988JRQ.bigWig']	['ENCFF516QIW.bigWig']	['ENCFF594GCV.bigWig']	['ENCFF766NYF.tar.gz']
